total_time_seconds,expression,mse,old_mse,evaluations,dataset,fold,num_observations,num_features,population_size,operator_set,template_depth,iteration,seed
3600.011242289096,'(3.386624097824 + (15930.476562500000 * ((((((cos(((-2.282577514648) * x5)) - cos((0.361953020096 * x4))) / ((-0.368773609400) * x2)) - (0.014644501731 * x5)) ^ 2) + ((((-1.175011277199) * x0) / (7.691226482391 * x2)) + cos(log((((2.140912055969 - (-0.175275802612)) + (-0.862425923347)) - cos(((-0.297878026962) * x5))))))) / ((5.870136737823 * x2) - ((-0.300392955542) * x3)))))',6.5444450674644115,6.544445037841797,111947363,9,11,384,7,128,paper,4,0,3160032368
3600.0182734057307,'((-7.749065876007) + (0.005319633521 * ((((1.326892256737 * x4) / cos((0.373595505953 * x5))) / exp(cos((133.299118041992 * x6)))) - (((((-124.050659179688) * x5) - (124.104866027832 * x6)) - ((-1.178853034973) * x3)) - ((0.434294492006 * x0) / log((cos(((sin(((-0.316654801369) * x1)) / 0.250547081232) + 0.250547081232)) ^ 2)))))))',7.441483546430536,7.441488742828369,100753842,9,15,384,7,128,paper,6,0,2204291346
3600.01159375906,'(4.807720184326 + (5592.129882812500 * (sqrt(exp(exp(cos(sin(exp((sin(((-0.163340792060) * x5)) - 0.214609041810))))))) / ((2.330184459686 * x2) - ((((-1.093753337860) * x0) - (((-0.860321342945) * x6) / (((0.317537695169 / ((-0.435604065657) * x1)) / cos((0.710888624191 * x5))) ^ 2))) - (0.184209510684 * x3))))))',6.362542672132917,6.362545013427734,133576443,9,15,384,7,128,paper,4,0,2204291346
3600.0096201971173,'(10.488461494446 + (83.744873046875 * exp(((((log(cos(((0.308429062366 * x1) ^ ((-0.655642867088) * x6)))) / (((0.242013692856 * x6) / (cos(((-0.514519512653) * x3)) + ((6.008550643921 * x6) + ((-0.527961015701) * x4)))) ^ 2)) - (2.757207632065 * x2)) - ((-0.617728769779) * ((-0.527961015701) * x3))) / (((0.427461892366 * x5) - 7.272558212280) ^ 2)))))',7.2044505086138395,7.2044525146484375,126201268,9,5,384,7,128,paper,6,0,369133708
3600.00968997553,'(9.938254356384 + ((-1.920278668404) * ((((sin(sqrt(((0.225998818874 ^ ((-2.934464693069) * x1)) - ((-27.543203353882) * x3)))) - sqrt(((((-0.263286620378) * x5) ^ 2) - (1.090451478958 * x2)))) ^ 2) / ((-0.015893116593) * x3)) - cos(((-0.467352896929) * x5)))))',7.304082215644982,7.298437595367432,131610813,9,12,384,7,256,paper,4,0,3269070126
3600.0095064044,'(2.804181814194 + (4.019557476044 * (((((0.282267361879 * x6) + (0.318309873343 * x5)) + (sin((sin(((0.756323218346 * x3) ^ 2)) - ((1.024486660957 * x6) ^ 2))) + sin((4.328873157501 * x2)))) * ((sin((0.487155735493 * x5)) * ((0.980452954769 * x4) + (sin((3.012785673141 * x2)) / cos((2.179790258408 * x5))))) + (3.119016885757 * x5))) / ((2.841227293015 * x2) + (0.318309873343 * x3)))))',5.810735957180714,5.783377170562744,101471128,9,8,384,7,256,paper,4,0,404488628
3600.0097151584923,'(7.475708007812 + (0.000000625101 * ((((1.347059607506 * x5) ^ 2) ^ 2) ^ (sin(((-2.744814395905) * 1.772453904152)) ^ sqrt((((-0.002558678389) * x3) ^ 2))))))',8.606900168669283,8.606895446777344,95456397,9,13,384,7,128,paper,6,0,3081541439
3600.0126166008413,'(12.342223167419 + (0.000014298014 * ((((((-0.012656964362) * x3) + (0.882475018501 * x5)) + exp((exp(sin(((0.441662043333 * x6) - sin(((3.602849483490 * x2) ^ 2))))) * cos((0.710270226002 * x5))))) * ((((-0.012656964362) * x3) + (2.526195526123 * x5)) + (((-0.012656964362) * x3) / (0.658255457878 * x6)))) * ((((2.889873027802 * x0) + ((-235.629074096680) * x6)) / (1.354779243469 * x4)) + ((((-1.049114942551) * x2) + ((-5.666480064392) * x6)) + (3.889036178589 * x5))))))',5.587299551881089,5.586549758911133,80240806,9,7,384,7,128,paper,6,0,865305066
3600.0110892541707,'(2.351290941238 + (0.123483456671 * ((log((1262.755493164062 * x5)) / log((((10.655285835266 * x5) / (0.190837562084 * x3)) + log(sqrt((((9.058134078979 * x0) ^ 0.534104466438) * ((0.042154036462 * x2) + sin(((-0.570706307888) * x5))))))))) ^ (sqrt((1.822507739067 * x5)) / sqrt(sqrt((0.190837562084 * x3)))))))',7.029697609742723,7.029693603515625,77610019,9,2,384,7,128,paper,6,0,1884968544
3600.008733548224,'(47.109844207764 + ((-41.839870452881) * (((0.160617455840 * x5) / ((exp(sqrt(cos((sin(((-5.145664691925) * x1)) / log((((-2.049161434174) * x1) / ((-0.406276017427) * x0))))))) ^ 2) + (sin(log((2.922576427460 * x2))) * exp(cos(((-0.467765986919) * x5)))))) ^ ((4.277716159821 * x5) / ((-0.150239676237) * x3)))))',6.341148946751651,6.341149806976318,87920852,9,27,384,7,256,paper,4,0,2342600226
