total_time_seconds,expression,mse,old_mse,evaluations,dataset,fold,num_observations,num_features,population_size,operator_set,template_depth,iteration,seed,mse_val,var_y_val
3600.006854917854,'((-0.000029706416) + ((-0.559090912342) * ((((-1.788617849350) * x5) - (1.788618206978 * x4)) - (1.788618206978 * x6))))',8.759065216739537e-11,3.7333189317756416e-10,929295682,409,13,58,12,128,paper,4,0,3081541439,1.92915332140134e-10,12835.303849000002
3600.007002640516,'((-0.000005025890) + ((-0.316378653049) * ((((-3.160770177841) * x6) - (3.160768985748 * x4)) - (3.160768985748 * x5))))',9.73512074428216e-11,3.813605264912922e-10,930252434,409,14,58,12,128,paper,4,0,3376120482,1.7192984684332664e-11,2296.27848025
3600.006805814802,'((-0.000006669302) + ((-0.542497575283) * ((((-1.843326568604) * x6) + ((-1.843325972557) * x5)) - (1.843325972557 * x4))))',6.3545877705358e-11,1.5896712834972961e-09,936258830,409,28,58,12,128,paper,4,0,1904449481,4.860165273198633e-11,3274.3572839999997
3600.006714835763,'(0.000032514443 + (0.557216703892 * ((1.794633865356 * x4) + ((1.794633865356 * x6) - ((-1.794633626938) * x5)))))',1.5905375869004042e-10,3.1713140447031657e-10,931975532,409,24,58,12,128,paper,4,0,2765379632,1.53854272414602e-11,1501.6012502500012
3600.0063221231103,'((-0.000002696513) + (2.642975568771 * (((0.378361523151 * x4) - ((-0.378361433744) * x5)) - ((-0.378361433744) * x6))))',3.3447900989082126e-10,8.430074971421674e-10,933376363,409,25,58,12,128,paper,4,0,1728356533,3.5918858751942524e-10,2618.01072225
3600.0094245895743,'(0.000010215047 + (0.375229507685 * (((2.665035486221 * x4) + (2.665035486221 * x5)) + (2.665035486221 * x6))))',3.215050215083318e-11,6.503200755680894e-10,934832527,409,9,58,12,128,paper,4,0,2261209995,1.1206737333069996e-11,417.7527209999997
3600.0063008256257,'((-0.000004039590) + (2.580599308014 * (((0.387507081032 * x4) + (0.387507081032 * x5)) - ((0.708432853222 * x6) / log(0.160705402493)))))',7.322247998779036e-10,1.6498861166169831e-09,764681208,409,5,58,12,128,paper,4,0,369133708,2.473528467884862e-09,13939.344224999999
3600.006537616253,'(6.102078914642 + ((-0.802061140537) * ((((-1.213532090187) * x3) - (cos((sin((sqrt(((0.170922651887 * x1) ^ log((0.233481138945 * x1)))) + (1.941606283188 * x0))) + 0.526822090149)) ^ log((cos(((1.730165481567 * x1) + ((-1.785131096840) * x10))) ^ 2)))) - (1.251523733139 * x2))))',84.07763402755141,45.642234802246094,315475584,409,16,58,12,128,paper,4,0,550243861,74.26124860267547,46.94990400000005
3600.004084084183,'((-2.077795982361) + (1.095337510109 * ((sqrt(((0.271196216345 * x6) - ((-0.257509440184) * x5))) + (((5.747076988220 * x4) / (0.566557109356 * x6)) ^ ((5.966401100159 * x4) / ((-1.258125543594) * x5)))) * (sqrt(((1.528380513191 * x6) - ((-1.575735807419) * x5))) + sqrt((3.896720170975 * x4))))))',0.8529353966308707,0.8529304265975952,305597910,409,1,58,12,128,paper,6,0,2811363264,0.32122530824478435,1220.0001122499998
3600.0049743540585,'((-2.704597473145) + (3.815868377686 * ((log((exp(sin(((-0.020445615053) * x4))) ^ (0.000683441758 * x4))) ^ 2) + ((((0.260288685560 * x4) - log(sin(cos(((0.006198863499 * x4) ^ (0.000683441758 * x4)))))) + (0.107782006264 * x5)) + (((0.262052059174 * x6) + (0.154291540384 * x5)) + sqrt((0.000683441758 * x4)))))))',3.2961542880942905e-06,3.3160742987092817e-06,310625900,409,0,58,12,128,paper,6,0,3324115916,1.1449322076025613e-06,804.9987562500002
3600.0050908103585,'((-0.003019464668) + (0.255203604698 * (((3.918156623840 * x4) + ((3.918534040451 * x6) + ((0.934010267258 * x4) / (26.029203414917 * x6)))) - ((-3.918434381485) * x5))))',1.6782158199458693e-07,1.6530975699424746e-07,644200507,409,3,58,12,128,paper,6,0,1859786275,8.205838526954237e-08,281.83694400000036
3600.004331432283,'(2.059073686600 + ((-7.819364547729) * (((((0.096829652786 * x6) - 0.227259814739) * (-1.320825099945)) - (((2.938941717148 * x4) * 0.208602055907) * 0.208602055907)) - ((((2.938941717148 * x5) + (((0.013450416736 * x6) - (-4.765496253967)) ^ (-0.102851867676))) * 0.208602055907) * 0.208602055907))))',1.9150895743600556e-08,1.576022512495001e-08,301411922,409,5,58,12,128,paper,6,0,369133708,7.010864542701286e-07,13939.344224999999
3600.0048970356584,'((-0.895129144192) + (0.305664241314 * ((((1.635781764984 * x5) + ((exp(0.537241458893) ^ 2) + (1.635781764984 * x6))) + (1.638630032539 * x4)) + ((((0.075571164489 * x4) / (1.358513116837 * x5)) * (0.003744840622 * x5)) + (((1.635781764984 * x6) + (1.635781764984 * x5)) + (1.632725834846 * x4))))))',6.92142754144153e-11,4.05446454188052e-10,365970147,409,7,58,12,128,paper,6,0,865305066,4.783942835021796e-11,2804.81456025
3600.0048561245203,'((-0.000028859411) + ((-0.414829403162) * (((-2.410629749298) * x6) + (((-2.410629749298) * x5) - ((((-2.896210193634) * x4) / (((-0.895093262196) / (-0.003532329574)) ^ 2)) - ((-2.410674571991) * x4))))))',8.462923445507483e-11,2.850168157042532e-10,610402394,409,10,58,12,128,paper,6,0,4190266092,1.067232054426427e-10,6.940590250000015
3600.0050974339247,'((-1.014972925186) + (0.707106590271 * (((((0.378585517406 * x4) + 0.654317378998) * 1.772453904152) + (((0.158185809851 * x6) * 1.936120510101) + ((0.158185809851 * x6) * 2.346704244614))) + ((((0.158185809851 * x6) * 2.346388816833) + ((1.414213538170 * x5) + (cos(exp((((-0.042804405093) * x4) / (2.970531940460 * (6.283185482025 * x6))))) / 1.963045597076))) + (((0.158185809851 * x6) * 2.311015129089) + ((0.378585517406 * x4) * 1.963045597076))))))',1.6368616869584643e-09,1.9108170601356282e-09,274384207,409,4,58,12,128,paper,6,0,3687649985,5.789456515863519e-10,40.17024400000028
3600.00438131392,'((-277.511810302734) + (4.694215774536 * (sqrt((((2.808079957962 / log(sin(exp(((13.919268608093 + (exp((exp(cos(((-39.430484771729) * x6))) / (0.605717837811 * x0))) / 16.161651611328)) / sqrt((((-0.064033240080) * x4) * ((-34.383769989014) * x6)))))))) * ((-2.210686683655) * x4)) - (((-49.305534362793) * x6) - ((-5.216882705688) * x5)))) + sqrt(((((-0.175042614341) * x5) * sin((0.040037922561 * x6))) + (((-0.599454581738) * x5) * ((-0.097804628313) * x5)))))))',0.5908393665845715,0.5907895565032959,381906113,409,8,58,12,128,paper,6,0,404488628,2.0845487210734026,515.7895209999992
3600.0043920204043,'(1.614693880081 + (2.183839321136 * (((sqrt((8.901639938354 * x4)) - sqrt((8.908596038818 * x4))) - ((-0.457909137011) * x5)) - ((((-0.457909137011) * x6) + sqrt(cos(exp(log(cos(((cos((((-1.228616714478) * 0.027331277728) * sqrt((1.137551188469 * x4)))) + ((log(0.219460070133) ^ 2) ^ 2)) - ((-1.383938908577) / (0.973241567612 * x4))))))))) - (0.457987576723 * x4)))))',8.686610379841906e-10,1.4250841617879926e-09,383269152,409,6,58,12,128,paper,6,0,2995172877,3.269452911908234e-07,59302.23392024999
3600.0049454569817,'((-2.116814374924) + (1.199707865715 * (((((1.365409731865 * x6) - ((-1.426544666290) * x5)) - (((-0.061163045466) * x6) - 3.016157388687)) - ((-1.426544666290) * x4)) / ((0.308251708746 + cos((((((-0.116565503180) * x6) - 0.707106769085) / (1.358404874802 * x6)) ^ 2))) ^ 2))))',2.0534937175623548e-08,1.5162092026344e-08,429702082,409,9,58,12,128,paper,6,0,2261209995,2.9529349767546056e-09,417.7527209999997
