generation,total_time_seconds,evaluations,mse_train,r2_train,mse_test,r2_test,size,structure,problem,run,version
10,946.933,85479,0.0168179,-0.112599,0.017299,-0.120788,19,sin((sin(sqrt((sqrt(x7)+sqrt(x4))))/sqrt((log(sqrt(x4))+(exp(x7)/exp(x1)))))),feynman_I_9_18,29,GP-GOMEA (original)
11,1061.43,95000,0.00218177,0.855664,0.00219612,0.857715,34,(cos(sin((sqrt((x5-x6))/sqrt(sqrt(x8)))))*(((x0/((x5/x7)+(x3-2.235000)))*exp(sin(log(x1))))/(log(exp((x7-x2)))+cos(x4)))),feynman_I_9_18,29,GP-GOMEA (original)
12,1176.2,104441,0.00218177,0.855664,0.00219612,0.857715,34,(cos(sin((sqrt((x5-x6))/sqrt(sqrt(x8)))))*(((x0/((x5/x7)+(x3-2.235000)))*exp(sin(log(x1))))/(log(exp((x7-x2)))+cos(x4)))),feynman_I_9_18,29,GP-GOMEA (original)
13,1293.44,113995,0.00218177,0.855664,0.00219612,0.857715,34,(cos(sin((sqrt((x5-x6))/sqrt(sqrt(x8)))))*(((x0/((x5/x7)+(x3-2.235000)))*exp(sin(log(x1))))/(log(exp((x7-x2)))+cos(x4)))),feynman_I_9_18,29,GP-GOMEA (original)
14,1406.04,122953,0.00146557,0.903045,0.00156405,0.898666,43,(x2/(((((-1.035000*1.557000)+(x6-x5))*((x5-x0)/x0))-((cos(x5)+(x3/x1))*(x7-log(x6))))/(((log(x8)+log(x4))-(cos(x5)+x8))-exp(sqrt(log(x4)))))),feynman_I_9_18,29,GP-GOMEA (original)
15,1516.95,131617,0.00146557,0.903045,0.00156405,0.898666,43,(x2/(((((-1.035000*1.557000)+(x6-x5))*((x5-x0)/x0))-((cos(x5)+(x3/x1))*(x7-log(x6))))/(((log(x8)+log(x4))-(cos(x5)+x8))-exp(sqrt(log(x4)))))),feynman_I_9_18,29,GP-GOMEA (original)
16,1616.85,139981,0.00146557,0.903045,0.00156405,0.898666,43,(x2/(((((-1.035000*1.557000)+(x6-x5))*((x5-x0)/x0))-((cos(x5)+(x3/x1))*(x7-log(x6))))/(((log(x8)+log(x4))-(cos(x5)+x8))-exp(sqrt(log(x4)))))),feynman_I_9_18,29,GP-GOMEA (original)
17,1712.38,148054,0.00146557,0.903045,0.00156405,0.898666,43,(x2/(((((-1.035000*1.557000)+(x6-x5))*((x5-x0)/x0))-((cos(x5)+(x3/x1))*(x7-log(x6))))/(((log(x8)+log(x4))-(cos(x5)+x8))-exp(sqrt(log(x4)))))),feynman_I_9_18,29,GP-GOMEA (original)
18,1800.87,155640,0.00146557,0.903045,0.00156405,0.898666,43,(x2/(((((-1.035000*1.557000)+(x6-x5))*((x5-x0)/x0))-((cos(x5)+(x3/x1))*(x7-log(x6))))/(((log(x8)+log(x4))-(cos(x5)+x8))-exp(sqrt(log(x4)))))),feynman_I_9_18,29,GP-GOMEA (original)
19,1892.61,163390,0.00135192,0.910563,0.00142854,0.907446,42,(x2/((((sin(-1.035000)+(x6-x5))*((x5-x0)/x0))-((cos(x5)+(x3/x1))*(x7-log(x6))))/(((log(x8)+log(x4))-(cos(x5)+x8))-exp(sqrt(log(x4)))))),feynman_I_9_18,29,GP-GOMEA (original)
19,1986.65,170881,0.00118942,0.921313,0.00124864,0.919101,42,(x2/((((sin(-1.035000)+(x6-x5))*((x5-x0)/x0))-((cos(x7)+(x3/x1))*(x7-log(x6))))/(((log(x8)+log(x4))-(cos(x5)+x8))-exp(sqrt(log(x4)))))),feynman_I_9_18,29,GP-GOMEA (original)
20,2096.71,181304,0.00118942,0.921313,0.00124864,0.919101,42,(x2/((((sin(-1.035000)+(x6-x5))*((x5-x0)/x0))-((cos(x7)+(x3/x1))*(x7-log(x6))))/(((log(x8)+log(x4))-(cos(x5)+x8))-exp(sqrt(log(x4)))))),feynman_I_9_18,29,GP-GOMEA (original)
21,2193.89,188911,0.00118942,0.921313,0.00124864,0.919101,42,(x2/((((sin(-1.035000)+(x6-x5))*((x5-x0)/x0))-((cos(x7)+(x3/x1))*(x7-log(x6))))/(((log(x8)+log(x4))-(cos(x5)+x8))-exp(sqrt(log(x4)))))),feynman_I_9_18,29,GP-GOMEA (original)
22,2290.94,196506,0.00118942,0.921313,0.00124864,0.919101,42,(x2/((((sin(-1.035000)+(x6-x5))*((x5-x0)/x0))-((cos(x7)+(x3/x1))*(x7-log(x6))))/(((log(x8)+log(x4))-(cos(x5)+x8))-exp(sqrt(log(x4)))))),feynman_I_9_18,29,GP-GOMEA (original)
23,2388.53,204017,0.00118942,0.921313,0.00124864,0.919101,42,(x2/((((sin(-1.035000)+(x6-x5))*((x5-x0)/x0))-((cos(x7)+(x3/x1))*(x7-log(x6))))/(((log(x8)+log(x4))-(cos(x5)+x8))-exp(sqrt(log(x4)))))),feynman_I_9_18,29,GP-GOMEA (original)
24,2487.62,211439,0.00118942,0.921313,0.00124864,0.919101,42,(x2/((((sin(-1.035000)+(x6-x5))*((x5-x0)/x0))-((cos(x7)+(x3/x1))*(x7-log(x6))))/(((log(x8)+log(x4))-(cos(x5)+x8))-exp(sqrt(log(x4)))))),feynman_I_9_18,29,GP-GOMEA (original)
25,2593.34,218992,0.00118942,0.921313,0.00124864,0.919101,42,(x2/((((sin(-1.035000)+(x6-x5))*((x5-x0)/x0))-((cos(x7)+(x3/x1))*(x7-log(x6))))/(((log(x8)+log(x4))-(cos(x5)+x8))-exp(sqrt(log(x4)))))),feynman_I_9_18,29,GP-GOMEA (original)
26,2700.13,226422,0.00118942,0.921313,0.00124864,0.919101,42,(x2/((((sin(-1.035000)+(x6-x5))*((x5-x0)/x0))-((cos(x7)+(x3/x1))*(x7-log(x6))))/(((log(x8)+log(x4))-(cos(x5)+x8))-exp(sqrt(log(x4)))))),feynman_I_9_18,29,GP-GOMEA (original)
27,2810.29,233922,0.00118942,0.921313,0.00124864,0.919101,42,(x2/((((sin(-1.035000)+(x6-x5))*((x5-x0)/x0))-((cos(x7)+(x3/x1))*(x7-log(x6))))/(((log(x8)+log(x4))-(cos(x5)+x8))-exp(sqrt(log(x4)))))),feynman_I_9_18,29,GP-GOMEA (original)
28,2924.05,241523,0.00118942,0.921313,0.00124864,0.919101,42,(x2/((((sin(-1.035000)+(x6-x5))*((x5-x0)/x0))-((cos(x7)+(x3/x1))*(x7-log(x6))))/(((log(x8)+log(x4))-(cos(x5)+x8))-exp(sqrt(log(x4)))))),feynman_I_9_18,29,GP-GOMEA (original)
29,3043.25,249383,0.00117568,0.922222,0.00118263,0.923379,74,(((((sqrt(-1.717000)-(x1*x0))/-7.669000)*sqrt((log(x4)+log(x6))))+((((x8*x0)/(x7-x4))+x6)/((sqrt(x5)+exp(-9.638000))*exp((x3/x2)))))+(((x0/((x5-x8)-(x8-2.235000)))/exp(sin((x0-x1))))/((exp((x7-x7))+((x0+x5)+(x2*x5)))-(x4-((-7.634000-x7)*sin(x7)))))),feynman_I_9_18,29,GP-GOMEA (original)
29,3163.09,257342,0.00111598,0.926171,0.00113062,0.926748,74,(((((sqrt(-1.717000)-(x1*x0))/-7.669000)*sqrt((log(x4)+log(x6))))+((((x8*x0)/(x7-x4))+x6)/((sqrt(x5)+exp(-9.638000))*exp((x3/x2)))))+(((x0/((x5-x8)-(x8-2.235000)))/exp(sin((x0-x1))))/((exp((x7-x7))*((x5+x5)+(x2*x5)))-(x4-((-7.634000-x7)*sin(x7)))))),feynman_I_9_18,29,GP-GOMEA (original)
30,3287.36,269327,0.00111598,0.926171,0.00113062,0.926748,74,(((((sqrt(-1.717000)-(x1*x0))/-7.669000)*sqrt((log(x4)+log(x6))))+((((x8*x0)/(x7-x4))+x6)/((sqrt(x5)+exp(-9.638000))*exp((x3/x2)))))+(((x0/((x5-x8)-(x8-2.235000)))/exp(sin((x0-x1))))/((exp((x7-x7))*((x5+x5)+(x2*x5)))-(x4-((-7.634000-x7)*sin(x7)))))),feynman_I_9_18,29,GP-GOMEA (original)
31,3406.37,277203,0.00110345,0.927001,0.00112617,0.927036,74,(((((sqrt(-1.717000)-(x1*x0))/-7.669000)*sqrt((log(x4)+log(x6))))+((((x8*x0)/(x7-x4))+x6)/((sqrt(x5)+exp(-9.638000))*exp((x3/x2)))))+(((x0/((x5-x8)-(x8-2.235000)))/exp(sin((x0-x1))))/((exp((x7-x7))*((x5+x3)+(x2*x5)))-(x4-((-11.161000-x7)*sin(x7)))))),feynman_I_9_18,29,GP-GOMEA (original)
32,3522.68,284931,0.0010561,0.930133,0.00108297,0.929835,72,(((((sqrt(-1.717000)-(x1*x0))/-7.669000)*sqrt((log(x4)+log(x6))))+((((x8*x0)/(x7-x4))+x6)/((sqrt(x5)+exp(-17.551000))*exp((x3/x2)))))+(((x0/((x5-x8)-(x8-2.235000)))/exp(sin((x0-x1))))/((sin((x2-x7))+((x5*x5)+x8))-(x4-((-7.634000*x7)*sin(x7)))))),feynman_I_9_18,29,GP-GOMEA (original)
0,1.02519,128,0.0382863,-1.53285,0.039225,-1.48673,3,(x8/x3),feynman_I_9_18,20,GP-GOMEA (original)
1,48.8155,5066,0.00972735,0.356482,0.0102422,0.35068,17,(sqrt((cos((sqrt(x6)+(x0+x4)))-(sin((x7+x8))*x2)))/x3),feynman_I_9_18,20,GP-GOMEA (original)
2,94.7107,10361,0.00702206,0.535452,0.00740311,0.530668,13,log(sqrt(((sqrt(x1)-((x0/x2)/sqrt(x4)))+x0))),feynman_I_9_18,20,GP-GOMEA (original)
3,145.07,16260,0.00685286,0.546645,0.00721114,0.542839,23,log(((x5/x5)+(((x0*(x6/x6))-(log(x7)/exp(x8)))/(sin((x2+x1))+x3)))),feynman_I_9_18,20,GP-GOMEA (original)
4,196.235,22323,0.00658407,0.564428,0.00694329,0.55982,23,log(((x5/x5)+(((x0*(x6/x6))-(log(x7)/exp(x1)))/(sin((x2+x1))+x3)))),feynman_I_9_18,20,GP-GOMEA (original)
5,251.429,28848,0.00644448,0.573662,0.00682163,0.567532,20,exp((((log(sin(x8))+cos(sqrt(x2)))/sin((cos(x0)+-7.343000)))-(log(x7)-log(x1)))),feynman_I_9_18,20,GP-GOMEA (original)
6,312.494,36020,0.00644448,0.573662,0.00682163,0.567532,20,exp((((log(sin(x8))+cos(sqrt(x2)))/sin((cos(x0)+-7.343000)))-(log(x7)-log(x1)))),feynman_I_9_18,20,GP-GOMEA (original)
7,379.515,43650,0.0061693,0.591866,0.00603627,0.617322,18,(exp((((x0+(x2*x0))+((x1-x7)*(x5-x1)))/x5))/x3),feynman_I_9_18,20,GP-GOMEA (original)
8,446.337,51582,0.00403371,0.733148,0.00395496,0.749269,18,(exp((((x0+(x2*x6))+((x4-x7)*(x5-x1)))/x5))/x3),feynman_I_9_18,20,GP-GOMEA (original)
9,514.536,59548,0.00403371,0.733148,0.00395496,0.749269,18,(exp((((x0+(x2*x6))+((x4-x7)*(x5-x1)))/x5))/x3),feynman_I_9_18,20,GP-GOMEA (original)
9,593.932,68730,0.0164253,-0.0866241,0.0167894,-0.0643928,23,(sqrt((cos(sqrt(exp(x8)))/sin(exp(cos(x2)))))*sqrt((sin(sin((x4/x3)))/sqrt(exp((x8+x8)))))),feynman_I_9_18,20,GP-GOMEA (original)
10,716.405,79669,0.0164253,-0.0866241,0.0167894,-0.0643928,23,(sqrt((cos(sqrt(exp(x8)))/sin(exp(cos(x2)))))*sqrt((sin(sin((x4/x3)))/sqrt(exp((x8+x8)))))),feynman_I_9_18,20,GP-GOMEA (original)
11,797.151,88823,0.0164253,-0.0866241,0.0167894,-0.0643928,23,(sqrt((cos(sqrt(exp(x8)))/sin(exp(cos(x2)))))*sqrt((sin(sin((x4/x3)))/sqrt(exp((x8+x8)))))),feynman_I_9_18,20,GP-GOMEA (original)
12,880.787,98090,0.0164253,-0.0866241,0.0167894,-0.0643928,23,(sqrt((cos(sqrt(exp(x8)))/sin(exp(cos(x2)))))*sqrt((sin(sin((x4/x3)))/sqrt(exp((x8+x8)))))),feynman_I_9_18,20,GP-GOMEA (original)
13,969.349,107539,0.0164253,-0.0866241,0.0167894,-0.0643928,23,(sqrt((cos(sqrt(exp(x8)))/sin(exp(cos(x2)))))*sqrt((sin(sin((x4/x3)))/sqrt(exp((x8+x8)))))),feynman_I_9_18,20,GP-GOMEA (original)
14,1064.14,116963,0.00362869,0.759942,0.00377985,0.76037,18,(exp((((x0+(x2*x1))+((x0-x7)-(x5-x1)))/x5))/x3),feynman_I_9_18,20,GP-GOMEA (original)
15,1161.96,126475,0.00309972,0.794936,0.00327695,0.792253,18,(exp((((x0+(x2*x1))+((x0-x7)-(x5-x4)))/x5))/x3),feynman_I_9_18,20,GP-GOMEA (original)
16,1261.01,135804,0.00309972,0.794936,0.00327695,0.792253,18,(exp((((x0+(x2*x1))+((x0-x7)-(x5-x4)))/x5))/x3),feynman_I_9_18,20,GP-GOMEA (original)
17,1357.91,144875,0.00309972,0.794936,0.00327695,0.792253,18,(exp((((x0+(x2*x1))+((x0-x7)-(x5-x4)))/x5))/x3),feynman_I_9_18,20,GP-GOMEA (original)
18,1448.38,153406,0.00309972,0.794936,0.00327695,0.792253,18,(exp((((x0+(x2*x1))+((x0-x7)-(x5-x4)))/x5))/x3),feynman_I_9_18,20,GP-GOMEA (original)
19,1536.99,161638,0.00309972,0.794936,0.00327695,0.792253,18,(exp((((x0+(x2*x1))+((x0-x7)-(x5-x4)))/x5))/x3),feynman_I_9_18,20,GP-GOMEA (original)
19,1626.28,169765,0.00309972,0.794936,0.00327695,0.792253,18,(exp((((x0+(x2*x1))+((x0-x7)-(x5-x4)))/x5))/x3),feynman_I_9_18,20,GP-GOMEA (original)
20,1743.05,180979,0.00309972,0.794936,0.00327695,0.792253,18,(exp((((x0+(x2*x1))+((x0-x7)-(x5-x4)))/x5))/x3),feynman_I_9_18,20,GP-GOMEA (original)
21,1832.13,188953,0.00244664,0.838141,0.00240463,0.847555,21,(exp((((x0+(x2*x1))+((x0-x7)-(x5-x4)))/sqrt(exp(sqrt(x3)))))/x3),feynman_I_9_18,20,GP-GOMEA (original)
22,1923.4,197211,0.0020645,0.863422,0.00212077,0.86555,24,(exp((((x0+(x2*x1))+((x8-x7)-(x5-x4)))/sqrt((cos(x3)-(x5*x2)))))/x3),feynman_I_9_18,20,GP-GOMEA (original)
23,2018.31,205672,0.00197435,0.869386,0.00199597,0.873462,24,(exp((((x0+(x2*x1))+((x8-x7)-(x5-x4)))/sqrt((cos(x3)-(x5+x1)))))/x3),feynman_I_9_18,20,GP-GOMEA (original)
24,2112.21,213981,0.00196217,0.870191,0.00194675,0.876583,24,(exp((((x0+(x2*x1))+((x8-x7)-(x5-x4)))/sqrt((cos(x1)-(x5+x2)))))/x3),feynman_I_9_18,20,GP-GOMEA (original)
25,2209.4,222474,0.00196217,0.870191,0.00194675,0.876583,24,(exp((((x0+(x2*x1))+((x8-x7)-(x5-x4)))/sqrt((cos(x1)-(x5+x2)))))/x3),feynman_I_9_18,20,GP-GOMEA (original)
26,2301.22,230488,0.00196217,0.870191,0.00194675,0.876583,24,(exp((((x0+(x2*x1))+((x8-x7)-(x5-x4)))/sqrt((cos(x1)-(x5+x2)))))/x3),feynman_I_9_18,20,GP-GOMEA (original)
27,2394.08,238628,0.00196217,0.870191,0.00194675,0.876583,24,(exp((((x0+(x2*x1))+((x8-x7)-(x5-x4)))/sqrt((cos(x1)-(x5+x2)))))/x3),feynman_I_9_18,20,GP-GOMEA (original)
28,2484.15,246357,0.00196217,0.870191,0.00194675,0.876583,24,(exp((((x0+(x2*x1))+((x8-x7)-(x5-x4)))/sqrt((cos(x1)-(x5+x2)))))/x3),feynman_I_9_18,20,GP-GOMEA (original)
29,2573.79,254155,0.00196217,0.870191,0.00194675,0.876583,24,(exp((((x0+(x2*x1))+((x8-x7)-(x5-x4)))/sqrt((cos(x1)-(x5+x2)))))/x3),feynman_I_9_18,20,GP-GOMEA (original)
29,2665.03,261967,0.00196217,0.870191,0.00194675,0.876583,24,(exp((((x0+(x2*x1))+((x8-x7)-(x5-x4)))/sqrt((cos(x1)-(x5+x2)))))/x3),feynman_I_9_18,20,GP-GOMEA (original)
30,2787.34,273871,0.00196217,0.870191,0.00194675,0.876583,24,(exp((((x0+(x2*x1))+((x8-x7)-(x5-x4)))/sqrt((cos(x1)-(x5+x2)))))/x3),feynman_I_9_18,20,GP-GOMEA (original)
31,2879.84,281773,0.00196217,0.870191,0.00194675,0.876583,24,(exp((((x0+(x2*x1))+((x8-x7)-(x5-x4)))/sqrt((cos(x1)-(x5+x2)))))/x3),feynman_I_9_18,20,GP-GOMEA (original)
32,2972.42,289610,0.00196217,0.870191,0.00194675,0.876583,24,(exp((((x0+(x2*x1))+((x8-x7)-(x5-x4)))/sqrt((cos(x1)-(x5+x2)))))/x3),feynman_I_9_18,20,GP-GOMEA (original)
33,3063.7,297401,0.00196217,0.870191,0.00194675,0.876583,24,(exp((((x0+(x2*x1))+((x8-x7)-(x5-x4)))/sqrt((cos(x1)-(x5+x2)))))/x3),feynman_I_9_18,20,GP-GOMEA (original)
34,3155.2,305179,0.00196217,0.870191,0.00194675,0.876583,24,(exp((((x0+(x2*x1))+((x8-x7)-(x5-x4)))/sqrt((cos(x1)-(x5+x2)))))/x3),feynman_I_9_18,20,GP-GOMEA (original)
35,3247.58,312955,0.00196217,0.870191,0.00194675,0.876583,24,(exp((((x0+(x2*x1))+((x8-x7)-(x5-x4)))/sqrt((cos(x1)-(x5+x2)))))/x3),feynman_I_9_18,20,GP-GOMEA (original)
36,3340.52,320648,0.00196217,0.870191,0.00194675,0.876583,24,(exp((((x0+(x2*x1))+((x8-x7)-(x5-x4)))/sqrt((cos(x1)-(x5+x2)))))/x3),feynman_I_9_18,20,GP-GOMEA (original)
37,3436.99,328550,0.00196217,0.870191,0.00194675,0.876583,24,(exp((((x0+(x2*x1))+((x8-x7)-(x5-x4)))/sqrt((cos(x1)-(x5+x2)))))/x3),feynman_I_9_18,20,GP-GOMEA (original)
38,3529.07,336029,0.00196217,0.870191,0.00194675,0.876583,24,(exp((((x0+(x2*x1))+((x8-x7)-(x5-x4)))/sqrt((cos(x1)-(x5+x2)))))/x3),feynman_I_9_18,20,GP-GOMEA (original)
0,1.06968,128,0.0164317,-0.0870466,0.0155647,-0.089921,9,sin(sin((x8/(sqrt(cos(x5))+x3)))),feynman_I_9_18,23,GP-GOMEA (original)
1,63.0739,5206,0.0108168,0.284406,0.010705,0.250378,18,sqrt((log(cos(sqrt(exp(x5))))+((x8/exp((x5/x1)))/(x8/cos(x3))))),feynman_I_9_18,23,GP-GOMEA (original)
2,124.112,10710,0.00807885,0.465539,0.00778108,0.455129,19,((sin(cos((x1+log(x6))))-x8)/(((x8*(cos(-4.122000)+-8.981000))/x8)/x2)),feynman_I_9_18,23,GP-GOMEA (original)
3,195.259,17127,0.00687058,0.545473,0.0067372,0.528227,42,((cos(log(((x5/x0)*sin(x8))))+(cos(log((x5-x2)))/(cos(log(x2))/log(x3))))/(exp(sqrt(((x1/x0)/(x2*x1))))+exp((sqrt((x6-x7))*(sqrt(-2.798000)/x1))))),feynman_I_9_18,23,GP-GOMEA (original)
4,271.444,23904,0.00400611,0.734974,0.00398819,0.720726,40,((cos(log((sqrt(x4)*sin(x3))))+(cos(log((x5-x2)))/(cos(log(x2))/x4)))/(exp(sqrt(((x1/x0)/(x0*x0))))+exp((sqrt((x6-x7))*(sqrt(x3)/x1))))),feynman_I_9_18,23,GP-GOMEA (original)
5,353.316,30890,0.00400611,0.734974,0.00398819,0.720726,40,((cos(log((sqrt(x4)*sin(x3))))+(cos(log((x5-x2)))/(cos(log(x2))/x4)))/(exp(sqrt(((x1/x0)/(x0*x0))))+exp((sqrt((x6-x7))*(sqrt(x3)/x1))))),feynman_I_9_18,23,GP-GOMEA (original)
6,443.65,38565,0.00400568,0.735002,0.00397631,0.721559,40,((cos(log((sqrt(x5)*sin(0.718000))))+(cos(log((x5-x2)))/(cos(log(x2))/x4)))/(exp(sqrt(((x1/x0)/(x0*x0))))+exp((sqrt((x6-x7))*(sqrt(x3)/x1))))),feynman_I_9_18,23,GP-GOMEA (original)
7,538.882,46571,0.00400568,0.735002,0.00397631,0.721559,40,((cos(log((sqrt(x5)*sin(0.718000))))+(cos(log((x5-x2)))/(cos(log(x2))/x4)))/(exp(sqrt(((x1/x0)/(x0*x0))))+exp((sqrt((x6-x7))*(sqrt(x3)/x1))))),feynman_I_9_18,23,GP-GOMEA (original)
8,640.245,55002,0.00400568,0.735002,0.00397631,0.721559,40,((cos(log((sqrt(x5)*sin(0.718000))))+(cos(log((x5-x2)))/(cos(log(x2))/x4)))/(exp(sqrt(((x1/x0)/(x0*x0))))+exp((sqrt((x6-x7))*(sqrt(x3)/x1))))),feynman_I_9_18,23,GP-GOMEA (original)
9,742.113,63223,0.00318822,0.789082,0.00318528,0.77695,44,((cos(log((sqrt(x5)*sqrt(0.718000))))+(cos(log((x5-x2)))/(cos(log(x2))/x4)))/(exp((((x1/x0)/(x0*x0))/(sin(x3)+x8)))+exp((sqrt((x6-x7))*(sqrt(x3)/x1))))),feynman_I_9_18,23,GP-GOMEA (original)
9,846.685,71968,0.016804,-0.111678,0.0161648,-0.131939,9,sqrt(sin(log(sqrt((sqrt(x0)*sin(x1)))))),feynman_I_9_18,23,GP-GOMEA (original)
10,970.946,82603,0.016804,-0.111678,0.0161648,-0.131939,9,sqrt(sin(log(sqrt((sqrt(x0)*sin(x1)))))),feynman_I_9_18,23,GP-GOMEA (original)
11,1077.76,91147,0.016804,-0.111678,0.0161648,-0.131939,9,sqrt(sin(log(sqrt((sqrt(x0)*sin(x1)))))),feynman_I_9_18,23,GP-GOMEA (original)
12,1187.31,99766,0.016804,-0.111678,0.0161648,-0.131939,9,sqrt(sin(log(sqrt((sqrt(x0)*sin(x1)))))),feynman_I_9_18,23,GP-GOMEA (original)
13,1296.97,108134,0.016804,-0.111678,0.0161648,-0.131939,9,sqrt(sin(log(sqrt((sqrt(x0)*sin(x1)))))),feynman_I_9_18,23,GP-GOMEA (original)
14,1411.8,116265,0.016804,-0.111678,0.0161648,-0.131939,9,sqrt(sin(log(sqrt((sqrt(x0)*sin(x1)))))),feynman_I_9_18,23,GP-GOMEA (original)
15,1534.56,124472,0.00312045,0.793565,0.00307614,0.784593,37,(sin((sqrt(((x1+x2)+(x0-x5)))/(sin((x4-10.974000))+x7)))*(sqrt((((x6/x3)*x1)/log(sqrt(x3))))+exp(((x7*(x5+x6))-exp(x7))))),feynman_I_9_18,23,GP-GOMEA (original)
16,1656.45,132412,0.00311635,0.793836,0.00307298,0.784814,37,(sin((sqrt(((x1+x2)+(x0-x5)))/(sin((x4-10.974000))+x7)))*(sqrt((((x6/x3)*x1)/log(sqrt(x3))))+exp(((x7*(x5+x2))-exp(x7))))),feynman_I_9_18,23,GP-GOMEA (original)
17,1772.03,139701,0.00302683,0.799759,0.00287511,0.79867,43,(((log((exp(x2)*x0))/log(((x5-x4)*exp(x7))))/(cos((log(x8)-cos(x0)))+cos((log(x1)*sqrt(x5)))))*sqrt(((x8/((x1*x5)/(x6*x4)))*(cos(x0)-x1)))),feynman_I_9_18,23,GP-GOMEA (original)
18,1884.16,146806,0.00254738,0.831477,0.00244503,0.828786,43,(((log((exp(x2)*x0))/log(((x5-x4)*exp(x7))))/(cos((log(-19.080000)-cos(x0)))+cos((log(x1)*sqrt(x5)))))*sqrt(((x8/((x1*x5)/(x6*x4)))*(cos(x0)-x1)))),feynman_I_9_18,23,GP-GOMEA (original)
19,2000.44,153927,0.00254738,0.831477,0.00244503,0.828786,43,(((log((exp(x2)*x0))/log(((x5-x4)*exp(x7))))/(cos((log(-19.080000)-cos(x0)))+cos((log(x1)*sqrt(x5)))))*sqrt(((x8/((x1*x5)/(x6*x4)))*(cos(x0)-x1)))),feynman_I_9_18,23,GP-GOMEA (original)
19,2118.49,161147,0.00254738,0.831477,0.00244503,0.828786,43,(((log((exp(x2)*x0))/log(((x5-x4)*exp(x7))))/(cos((log(-19.080000)-cos(x0)))+cos((log(x1)*sqrt(x5)))))*sqrt(((x8/((x1*x5)/(x6*x4)))*(cos(x0)-x1)))),feynman_I_9_18,23,GP-GOMEA (original)
20,2229.39,171993,0.00254738,0.831477,0.00244503,0.828786,43,(((log((exp(x2)*x0))/log(((x5-x4)*exp(x7))))/(cos((log(-19.080000)-cos(x0)))+cos((log(x1)*sqrt(x5)))))*sqrt(((x8/((x1*x5)/(x6*x4)))*(cos(x0)-x1)))),feynman_I_9_18,23,GP-GOMEA (original)
21,2344.82,179056,0.00232956,0.845886,0.0022182,0.84467,48,(((log((exp(x2)*x0))/log(((x5-x4)*exp(x7))))/(cos((log(x8)-cos(x0)))+cos((log(x1)*sqrt(x7)))))*(sqrt((((x6/x3)*x8)/log(sqrt(x3))))+exp(((x7*(x5+1.123000))-exp(x7))))),feynman_I_9_18,23,GP-GOMEA (original)
22,2459.24,186001,0.00232836,0.845966,0.00221758,0.844714,48,(((log((exp(x2)*x0))/log(((x5-x4)*exp(x7))))/(cos((log(x8)-cos(x0)))+cos((log(x1)*sqrt(x7)))))*(sqrt((((x6/x3)*x8)/log(sqrt(x3))))+exp(((x7*(x0+x6))-exp(x7))))),feynman_I_9_18,23,GP-GOMEA (original)
23,2574.16,192890,0.00225441,0.850858,0.00215599,0.849026,48,(((log((exp(x2)*x0))/log(((x5/x4)*exp(x7))))/(cos((log(x8)-cos(x0)))+cos((log(x1)*sqrt(x7)))))*(sqrt((((x6/x3)*x8)/log(sqrt(x5))))+exp(((x7*(x4+x2))-exp(x7))))),feynman_I_9_18,23,GP-GOMEA (original)
24,2688.68,199635,0.00224536,0.851457,0.00214753,0.849619,48,(((log((exp(x2)*x0))/log(((x5/x4)*exp(x7))))/(cos((log(x8)-cos(x0)))+cos((log(x1)*sqrt(x7)))))*(sqrt((((x6/x3)*x8)/log(sqrt(x5))))+exp(((x7*(x5+x2))-exp(x7))))),feynman_I_9_18,23,GP-GOMEA (original)
25,2808.45,206529,0.00224536,0.851457,0.00214753,0.849619,48,(((log((exp(x2)*x0))/log(((x5/x4)*exp(x7))))/(cos((log(x8)-cos(x0)))+cos((log(x1)*sqrt(x7)))))*(sqrt((((x6/x3)*x8)/log(sqrt(x5))))+exp(((x7*(x5+x2))-exp(x7))))),feynman_I_9_18,23,GP-GOMEA (original)
26,2926.06,213281,0.00224536,0.851457,0.00214753,0.849619,48,(((log((exp(x2)*x0))/log(((x5/x4)*exp(x7))))/(cos((log(x8)-cos(x0)))+cos((log(x1)*sqrt(x7)))))*(sqrt((((x6/x3)*x8)/log(sqrt(x5))))+exp(((x7*(x5+x2))-exp(x7))))),feynman_I_9_18,23,GP-GOMEA (original)
27,3045.89,220234,0.00224536,0.851457,0.00214753,0.849619,48,(((log((exp(x2)*x0))/log(((x5/x4)*exp(x7))))/(cos((log(x8)-cos(x0)))+cos((log(x1)*sqrt(x7)))))*(sqrt((((x6/x3)*x8)/log(sqrt(x5))))+exp(((x7*(x5+x2))-exp(x7))))),feynman_I_9_18,23,GP-GOMEA (original)
28,3164.25,227145,0.00188855,0.875062,0.00188274,0.868161,46,(((log((exp(x2)*x0))/log(((x5-x4)*exp(x7))))/(cos((log(-19.080000)-cos(x0)))+cos((log(x1)*sqrt(x7)))))*sqrt(((x8/((x3*x2)/(x6*x2)))*(cos(x0)-sqrt((x4+x6)))))),feynman_I_9_18,23,GP-GOMEA (original)
29,3281.34,233883,0.00172719,0.885737,0.00169634,0.881214,46,(((log((exp(x2)*x0))/log(((x5-x4)*exp(x7))))/(cos((log(-19.080000)-cos(x0)))+cos((log(x1)*sqrt(x7)))))*sqrt(((x8/((x3*x2)/(x6*x2)))*(cos(x0)-sqrt((x4+x4)))))),feynman_I_9_18,23,GP-GOMEA (original)
